sentence,label
YO TECHNICIAN SASTO THIYO TARA LUTEKO BHAYO,negative
service time rubbish cha,negative
staff haru ekdam samanya cha,neutral
yo technician ma ali thik,neutral
ma brake system bata kaam sakiyo,neutral
yo charge problem thiyo tara reasonable bhayo,positive
repair cost ko barema purano parts,negative
complaint handling pura bhalo chaina,negative
malai yo repair service affordable lagyo,positive
parts quality ko quality thik cha,neutral
vehicle performance ma kaam bhayo,neutral
malai billing system jhyau lagyo,negative
malai mero experience okay lagyo,neutral
YO WORKSHOP EKDAM WORSENED CHA,negative
payment system useless thiena,positive
yo mechanic shop damage thiena,positive
malai brake condition dhila lagyo,negative
brake condition thik cha,neutral
battery service reliable thiyo tara rude bhayo,negative
yo repair service ko quality normal cha,neutral
ma billing system bata feri aauchu,positive
"parts replacement ma mast cha, overpriced pani cha",neutral
ma engine kaam bata on time,positive
"battery service sahayogi pani cha, jhur pani cha",neutral
support team ma oil change,neutral
yo servicing mitho chha tara pathetic cha,negative
malai tyre condition adhuro lagyo,negative
mero car condition sifaris chaina,negative
complaint handling ko quality kharab chha,negative
malai delivery time ghatiya lagena,positive
mero experience lastai ramaro cha,positive
engine kaam ko barema original parts,positive
malai yo charge imandar lagyo,positive
yo auto workshop ko barema use nagarnu,negative
repair cost bharpardo chaina,negative
repair cost pura poor chaina,positive
"yo place sundar pani cha, ignored pani chha",neutral
car servicing lastai quality chha,positive
"payment system ramrari pani cha, raddi pani cha",neutral
malai mero car condition thik lagyo,neutral
ma worker haru bata ramro lagyo,positive
yo technician ma bakwas experience bhayo,negative
Malai repair cost sahayogi lagyo,positive
Malai worker haru normal lagyo,neutral
Parts replacement samasya cha tara reliable cha,positive
Repair cost excellent chha tara naramo cha,negative
Yo charge ma thikai cha,neutral
yo repair service disappointed thiyo tara friendly bhayo,positive
malai worker haru khusi lagena,negative
bike servicing dherai thikkai lagyo,neutral
repair cost ko quality ok cha,neutral
bike servicing hawa thiyo tara awesome bhayo,positive
yo garage dherai problem lagyo,negative
Yo mechanic dai ekdam average cha,neutral
brake system ko barema thik bhayo,positive
"Tyre condition ma happy cha, expensive pani cha",neutral
engine kaam ramro bhayo,positive
malai parts quality luteko lagyo,negative
bill amount bhalo cha,positive
yo workshop ma mast experience bhayo,positive
repair cost mitho thiena,negative
malai battery service excellent lagena,negative
bike servicing imandar cha,positive
engine repair dhila cha tara helpful cha,positive
service cost ko barema thik jasto,neutral
mero car condition ko quality thik cha,neutral
OVERALL EXPERIENCE DHOKHA CHA,negative
bill amount dherai pathetic lagyo,negative
bike servicing poor thiyo tara asal bhayo,positive
STAFF HARU EKDAM AWESOME CHHA,positive
engine repair ma value for money,positive
"yo mechanic shop ma professional cha, bakbas pani cha",neutral
tyre condition ko quality raamro cha,positive
malai yo bill ghatiya lagyo,negative
payment system ma not recommended,negative
yo bill man paryo,positive
yo price ko barema oil change,neutral
yo place lastai dhanyabad cha,positive
yo charge pura worst chaina,positive
malai repair cost average lagyo,neutral
YO WORKSHOP QUALITY CHA,positive
service cost ma thik experience bhayo,neutral
"service cost chitto pani cha, scam pani cha",neutral
yo spare parts khusi cha tara late cha,negative
SERVICE COST DHERAI NARAMO LAGYO,negative
yo technician use garda okay feel bhayo,neutral
support team use garda ok feel bhayo,neutral
parts replacement dherai normal lagyo,neutral
engine kaam disappointed thiyo tara friendly bhayo,positive
bill amount ma phutyo experience bhayo,negative
engine condition awesome cha tara useless cha,negative
yo mechanic dai late cha tara friendly cha,positive
yo mechanic shop cheap cha,positive
staff haru sundar thiyo tara dukha bhayo,negative
payment system perfect cha tara ruksha cha,negative
VEHICLE PERFORMANCE DHERAI SAMANYA LAGYO,neutral
Brake system ekdam bhorosilo cha,positive
Service cost ma ramro bhayena,negative
overall experience asal cha tara angry cha,negative
malai worker haru genuine lagena,negative
"payment system dami pani cha, risaune pani cha",neutral
repair cost dherai okay lagyo,neutral
malai service cost thikkai lagyo,neutral
"yo mechanic ma awesome cha, naramro pani cha",neutral
yo workshop ma just okay,neutral
service time awful cha tara reliable cha,positive
yo servicing center use garda bigreko feel bhayo,negative
malai staff haru normal lagyo,neutral
ma worker haru bata smooth cha,positive
mero experience ekdam okay cha,neutral
mero car condition pura affordable chaina,negative
yo technician ma thik experience bhayo,neutral
parts replacement dherai ramro lagyo,positive
vehicle performance ko quality thagi cha,negative
Yo bill not recommended,negative
engine kaam ma average experience bhayo,neutral
Malai delivery time problem lagena,positive
malai yo mechanic dai gajjab lagena,negative
waiting time ko quality damage cha,negative
WORKER HARU RUBBISH BHAENA,positive
yo garage bad cha tara perfect cha,positive
"phone response ma cheap cha, worst pani cha",neutral
"repair cost reliable pani cha, rubbish pani cha",neutral
malai brake system awesome lagena,negative
replacement parts ko quality useless cha,negative
Payment system asal cha tara dhokha cha,negative
YO AUTO WORKSHOP MITHO CHA TARA NIKAMMA CHA,negative
MALAI YO SERVICING CENTER RAMARO LAGENA,negative
bike servicing sundar bhaena,negative
complaint handling ma oil change,neutral
yo workshop ma oil change,neutral
Staff haru pura fake chaina,positive
"service cost ramrari pani cha, hawa pani chha",neutral
customer service lastai thikai cha,neutral
"bill amount ramaro pani cha, overpriced pani cha",neutral
malai payment system normal lagyo,neutral
support team use garda awesome feel bhayo,positive
mero car condition cheat bhaena,positive
parts quality ma thikai cha,neutral
ma engine condition bata feri aauchu,positive
phone response ko quality sahi cha,positive
yo charge ekdam okay cha,neutral
customer service ma service bhayo,neutral
yo mechanic shop ma thik jasto,neutral
yo auto workshop value for money,positive
yo servicing ko barema feri aauchu,positive
repair cost lastai nikamma cha,negative
mero car condition good thiyo tara hawa bhayo,negative
mero car condition pura badhiya chaina,negative
replacement parts dherai thik lagyo,neutral
malai mero bike condition ramrari lagyo,positive
overall experience ko quality asal cha,positive
malai brake condition pathetic lagena,positive
bike servicing ko quality naraamro cha,negative
malai yo technician samasya lagyo,negative
bill amount dherai recommend lagyo,positive
brake condition slow cha tara quality chha,positive
malai yo mechanic shop sundar lagyo,positive
brake system gajjab thiena,negative
parts replacement dherai chor lagyo,negative
engine condition ma thik bhayo,positive
yo mechanic shop kaam sakiyo,neutral
mero bike condition durable thiyo tara disappointed bhayo,negative
yo servicing lastai okay cha,neutral
payment system pura best chaina,negative
bill amount ko barema duplicate parts,negative
yo thau ma samanya experience bhayo,neutral
Ma yo mechanic dai bata chitta bujhyo,positive
waiting time dherai delay lagyo,negative
"tyre condition chitto pani cha, disappointed pani chha",neutral
yo repair service ma fohor experience bhayo,negative
yo technician ko barema purano parts,negative
bill amount ko quality thikai cha,neutral
bike servicing ko quality scam cha,negative
engine kaam ma not recommended,negative
mero experience ekdam helpful cha,positive
engine kaam ko barema thik jasto,neutral
DELIVERY TIME DUKHA THIYO TARA SAFA BHAYO,positive
waiting time damage chha tara best cha,positive
MALAI ENGINE CONDITION MAST LAGYO,positive
yo garage use garda reliable feel bhayo,positive
replacement parts average cha,neutral
tyre condition pathetic cha tara majja cha,positive
complaint handling waste of money,negative
yo price lastai disappointed cha,negative
ma parts quality bata ali thik,neutral
yo bill sahi cha,positive
phone response ekdam samanya cha,neutral
yo auto workshop ma oil change,neutral
"bill amount sahayogi pani cha, naraamro pani cha",neutral
service cost ma bakwas experience bhayo,negative
ma billing system bata worth it,positive
mero car condition ruksha chaina,positive
malai support team thikkai lagyo,neutral
Yo repair service ma highly recommend,positive
mero bike condition fast cha tara bakwas cha,negative
billing system ma delay experience bhayo,negative
service time dherai ok lagyo,neutral
YO SERVICING CENTER KO QUALITY GOOD CHA,positive
engine repair thik cha,neutral
BILL AMOUNT JUST OKAY,neutral
"support team ma mast cha, delay pani cha",neutral
malai staff haru raamro lagena,negative
tyre condition kaam sakiyo,neutral
mero bike condition mast cha tara disappointed cha,negative
"MERO CAR CONDITION SMOOTH PANI CHA, HAWA PANI CHHA",neutral
Ma brake system bata ali thik,neutral
yo mechanic shop dherai careless lagyo,negative
MA SERVICE TIME BATA THIK GARENA,negative
complaint handling highly recommend,positive
yo servicing center lastai excellent chha,positive
ma yo charge bata worth it,positive
malai vehicle performance sundar lagyo,positive
engine repair ko quality best cha,positive
delivery time chor cha,negative
yo technician jhur thiyo tara mast bhayo,positive
engine kaam use garda ok feel bhayo,neutral
yo mechanic babbal cha tara khera cha,negative
yo bill pura mahengo chaina,positive
yo thau ekdam jhutho cha,negative
bike servicing babbal thiyo tara dukha bhayo,negative
yo charge ko quality damage cha,negative
repair time perfect thiyo tara naramro bhayo,negative
"parts replacement ma reliable cha, fake pani cha",neutral
malai mero bike condition nice lagena,negative
CAR SERVICING PURA JABARDAST CHAINA,negative
bike servicing ko quality okay cha,neutral
service time raamro cha tara bekar cha,negative
delivery time ma ali thik,neutral
parts quality bharpardo thiena,negative
ENGINE REPAIR EKDAM THIKKAI CHA,neutral
mero bike condition ko barema hidden charge,negative
Parts replacement okay chha,neutral
overall experience frustrated thiena,positive
repair time ma thikai cha,neutral
mero bike condition ma okay experience bhayo,neutral
"maintenance service ma great cha, khera pani cha",neutral
yo charge khusi cha tara fake cha,negative
repair cost use garda dhanyabad feel bhayo,positive
yo mechanic feri aauchu,positive
ma yo servicing center bata damage bhayo,negative
yo bill ko quality frustrated cha,negative
"yo mechanic ma genuine cha, samasya pani cha",neutral
malai yo spare parts ok lagyo,neutral
yo servicing ramrari thiyo tara bigriyo bhayo,negative
"payment system sifaris pani cha, hawa pani cha",neutral
yo bill kaam bhayo,neutral
waiting time pura scam chaina,positive
MALAI MERO CAR CONDITION RELIABLE LAGENA,negative
mero experience ko barema kaam sakiyo,neutral
replacement parts lastai fast cha,positive
ma yo auto workshop bata ramro bhayena,negative
maintenance service ko barema no response,negative
"overall experience ma mitho cha, useless pani cha",neutral
service time gajjab cha tara faltu cha,negative
yo place pura satisfied chaina,negative
yo mechanic shop ko barema oil change,neutral
"repair cost ma imandar cha, terrible pani chha",neutral
